id,TVin_SAEM,TVmax_SAEM,beff_SAEM,r_SAEM,kLn_SAEM,sL_SAEM,Kp_SAEM,Kado_SAEM,Vado_SAEM,IC50_SAEM,sR_SAEM,sCf_SAEM,TVin_mean,TVmax_mean,beff_mean,r_mean,kLn_mean,sL_mean,Kp_mean,Kado_mean,Vado_mean,IC50_mean,sR_mean,sCf_mean,TVin_mode,TVmax_mode,beff_mode,r_mode,kLn_mode,sL_mode,Kp_mode,Kado_mode,Vado_mode,IC50_mode,sR_mode,sCf_mode,TVin_sd,TVmax_sd,beff_sd,r_sd,kLn_sd,sL_sd,Kp_sd,Kado_sd,Vado_sd,IC50_sd,sR_sd,sCf_sd,Model,Study,Treat
169,2.06173,3500,0.001,0.522325,209.213,2.06224,1333.37,80,60653.1,1.86059,50.6383,1,2.05452,3500,0.001,0.521743,209.674,2.01568,1279.92,80,60653.1,1.82315,49.6662,1,2.05452,3500,0.001,0.521743,209.674,2.01644,1279.92,80,60653.1,1.82315,50.2073,1,0,0,0,0,0,0.283517,0,0,0,0,6.10118,0,MC38,CIV227,BID50
170,2.06173,3500,0.001,0.522325,209.213,1.85767,1333.37,80,60653.1,1.86059,49.8298,1,2.05452,3500,0.001,0.521743,209.674,1.91495,1279.92,80,60653.1,1.82315,50.7357,1,2.05452,3500,0.001,0.521743,209.674,1.86422,1279.92,80,60653.1,1.82315,50.3642,1,0,0,0,0,0,0.245039,0,0,0,0,5.88801,0,MC38,CIV227,BID50
171,2.06173,3500,0.001,0.522325,209.213,2.25903,1333.37,80,60653.1,1.86059,48.7717,1,2.05452,3500,0.001,0.521743,209.674,2.19909,1279.92,80,60653.1,1.82315,47.5277,1,2.05452,3500,0.001,0.521743,209.674,2.1611,1279.92,80,60653.1,1.82315,47.8761,1,0,0,0,0,0,0.267716,0,0,0,0,5.00639,0,MC38,CIV227,BID50
173,2.06173,3500,0.001,0.522325,209.213,1.3038,1333.37,80,60653.1,1.86059,47.9695,1,2.05452,3500,0.001,0.521743,209.674,1.29735,1279.92,80,60653.1,1.82315,47.5026,1,2.05452,3500,0.001,0.521743,209.674,1.27111,1279.92,80,60653.1,1.82315,46.9328,1,0,0,0,0,0,0.183624,0,0,0,0,6.14582,0,MC38,CIV227,BID50
174,2.06173,3500,0.001,0.522325,209.213,2.18558,1333.37,80,60653.1,1.86059,52.1129,1,2.05452,3500,0.001,0.521743,209.674,2.25613,1279.92,80,60653.1,1.82315,54.1193,1,2.05452,3500,0.001,0.521743,209.674,2.22951,1279.92,80,60653.1,1.82315,54.293,1,0,0,0,0,0,0.237608,0,0,0,0,4.67122,0,MC38,CIV227,BID50
178,2.06173,3500,0.001,0.522325,209.213,1.85556,1333.37,80,60653.1,1.86059,48.7757,1,2.05452,3500,0.001,0.521743,209.674,1.96384,1279.92,80,60653.1,1.82315,51.4403,1,2.05452,3500,0.001,0.521743,209.674,1.82001,1279.92,80,60653.1,1.82315,49.7434,1,0,0,0,0,0,0.272531,0,0,0,0,6.4888,0,MC38,CIV227,BID50
201,4.11051,3500,0.001,0.522325,209.213,4.33555,1333.37,80,4978.71,1.86059,97.0558,1,4.09614,3500,0.001,0.521743,209.674,4.36648,1279.92,80,4978.71,1.82315,96.0997,1,4.09614,3500,0.001,0.521743,209.674,4.19124,1279.92,80,4978.71,1.82315,96.682,1,0,0,0,0,0,0.608343,0,0,0,0,12.4887,0,MCA205,CIV151,Vehicle
202,4.11051,3500,0.001,0.522325,209.213,5.73258,1333.37,80,4978.71,1.86059,91.5723,1,4.09614,3500,0.001,0.521743,209.674,5.91212,1279.92,80,4978.71,1.82315,94.6331,1,4.09614,3500,0.001,0.521743,209.674,5.58215,1279.92,80,4978.71,1.82315,92.9104,1,0,0,0,0,0,0.932449,0,0,0,0,13.1176,0,MCA205,CIV151,Vehicle
203,4.11051,3500,0.001,0.522325,209.213,5.26404,1333.37,80,4978.71,1.86059,92.6724,1,4.09614,3500,0.001,0.521743,209.674,5.19509,1279.92,80,4978.71,1.82315,90.8718,1,4.09614,3500,0.001,0.521743,209.674,5.04963,1279.92,80,4978.71,1.82315,90.8898,1,0,0,0,0,0,0.775623,0,0,0,0,11.2853,0,MCA205,CIV151,Vehicle
204,4.11051,3500,0.001,0.522325,209.213,3.98888,1333.37,80,4978.71,1.86059,109.43,1,4.09614,3500,0.001,0.521743,209.674,4.05919,1279.92,80,4978.71,1.82315,108.855,1,4.09614,3500,0.001,0.521743,209.674,3.88831,1279.92,80,4978.71,1.82315,107.72,1,0,0,0,0,0,0.578173,0,0,0,0,13.4497,0,MCA205,CIV151,Vehicle
205,4.11051,3500,0.001,0.522325,209.213,8.5335,1333.37,80,4978.71,1.86059,82.4448,1,4.09614,3500,0.001,0.521743,209.674,8.17888,1279.92,80,4978.71,1.82315,82.0597,1,4.09614,3500,0.001,0.521743,209.674,7.95079,1279.92,80,4978.71,1.82315,82.6378,1,0,0,0,0,0,1.48477,0,0,0,0,13.0212,0,MCA205,CIV151,Vehicle
206,4.11051,3500,0.001,0.522325,209.213,6.46507,1333.37,80,4978.71,1.86059,92.6389,1,4.09614,3500,0.001,0.521743,209.674,6.49936,1279.92,80,4978.71,1.82315,91.4232,1,4.09614,3500,0.001,0.521743,209.674,6.21367,1279.92,80,4978.71,1.82315,90.5563,1,0,0,0,0,0,0.998166,0,0,0,0,12.4807,0,MCA205,CIV151,Vehicle
207,4.11051,3500,0.001,0.522325,209.213,7.58701,1333.37,80,4978.71,1.86059,83.781,1,4.09614,3500,0.001,0.521743,209.674,7.25974,1279.92,80,4978.71,1.82315,84.6156,1,4.09614,3500,0.001,0.521743,209.674,7.13505,1279.92,80,4978.71,1.82315,84.1093,1,0,0,0,0,0,1.40546,0,0,0,0,10.0418,0,MCA205,CIV151,Vehicle
208,4.11051,3500,0.001,0.522325,209.213,4.53373,1333.37,80,4978.71,1.86059,99.3653,1,4.09614,3500,0.001,0.521743,209.674,4.51715,1279.92,80,4978.71,1.82315,100.986,1,4.09614,3500,0.001,0.521743,209.674,4.3322,1279.92,80,4978.71,1.82315,98.4883,1,0,0,0,0,0,0.721154,0,0,0,0,13.3999,0,MCA205,CIV151,Vehicle
